"","time","wildlife_health_important","wildlife_path_affect_livestock","wildlife_path_affect_phealth","hum_liv_path_affect_wildlife","dom_animals_concern","dead_found","sick_injured_found","livestock_found","patrol_length","patrols_per_month","healthy_wl_recorded","how_healthy_wl_recorded","healthy_wl_data_recorded","healthy_wl_data_in_smart","healthy_wl_data_other","dead_wl_recorded","how_dead_wl_recorded","dead_wl_data_recorded","dead_wl_data_in_smart","dead_wl_data_other","injured_wl_recorded","how_injured_wl_recorded","injured_wl_data_recorded","injured_wl_data_in_smart","injured_wl_data_other","sick_wl_recorded","how_sick_wl_recorded","sick_wl_data_recorded","sick_wl_data_in_smart","sick_wl_data_other","dom_animals_in_pa","dom_animals_recorded","dom_animal_in_smart","dom_animal_health_status_recorded","dom_animal_health_status_smart","other_wl_health_data","why_not_wl_health_data","smart_version","smart_connect","set_up_connect","smart_fully_rolled_out","add_health_atributes","position","survey","or_number_pas","local"
"31","11/1/2022 6:15:32","Strongly agree","Strongly agree","Agree","Agree","Neutral","Rarely","Rarely","Sometimes","Less than a day",20,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","Yes","Yes","degree of sickness
","Dead, sick or injured wildlife are seldom found","6.3","Yes","","Under pilot","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",36,2,TRUE
"32","11/1/2022 8:27:28","Agree","Neutral","Neutral","Neutral","Neutral","Rarely","Very rarely","Very rarely","Between four days and a week",60,"Yes","Healthy wildlife is recorded in another way","Species, Age, Sex, Body condition, Other","None of these items are recorded in the corresponding SMART Conservation Area","Just records in the patrol data form (hard copy)","No","","","","","No","","","","","No","","","","","No","","","","","Activity or behavior of animal at observation, e.g running away, eating","Dead, sick or injured wildlife are seldom found, We use the default SMART data model which does not include sick, dead or injured wildlife","SMARTY 7.1.0","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",37,1,TRUE
"33","11/1/2022 19:11:52","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Occasionally","Sometimes","Sometimes","Between one to two days",25,"No","","","","","No","","","","","No","","","","","No","","","","","Yes","No","","","","no","Lack of expertise on how to properly record this information","6.3","No","next year","Fully rolled-out","Yes","Other",38,1,TRUE
"34","11/2/2022 0:16:58","Agree","Disagree","Disagree","Disagree","Somewhat Disagree","Rarely","Sometimes","Sometimes","Between two and five days",50,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species, Age, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs, Species, Age, Anomalies/signs if any, Body condition, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found","SMART 6.3","No","No","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",39,1,TRUE
"35","11/4/2022 20:09:06","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Sometimes","Sometimes","Occasionally","Between one to two days",120,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Age, Sex, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","no","Dead, sick or injured wildlife are seldom found","7.5.3","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",41,1,TRUE
"36","11/7/2022 12:56:49","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Sometimes","Occasionally","Always","Less than a day",12,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Anomalies/signs if any, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","no ","It would add too much work or time to the patrol, Lack of expertise on how to properly record this information","6.3","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",42,2,TRUE
"37","11/9/2022 6:20:08","Agree","Strongly agree","Strongly agree","Agree","Somewhat Disagree","Sometimes","Rarely","Always","Less than a day",1000,"Yes","Each individual healthy animal is recorded as an individual observation","Species, Age, Sex","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Species, Age, Sex, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife is recorded in another way","Species, Age, Sex, Body condition, Suspect cause of disease","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","No","","","","Nil","Lack of expertise on how to properly record this information","Smart 7.5","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",43,1,TRUE
"38","11/9/2022 7:54:57","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Sometimes","Sometimes","Sometimes","Between four days and a week",20,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","No","Yes","Yes","yes, number of domestic  animals wich are crossing the protected are by foot","Dead, sick or injured wildlife are seldom found, We use the default SMART data model which does not include sick, dead or injured wildlife","6","Yes","","Fully rolled-out","Yes","Other",44,1,TRUE
"39","11/14/2022 2:19:27","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Occasionally","Always","Occasionally","Between two and five days",40,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No","","Body condition of rhinos","Lack of expertise on how to properly record this information","7.4.0","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",45,1,TRUE
"40","11/16/2022 19:58:11","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Sometimes","Sometimes","Very rarely","Between four days and a week",6,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","No","","","","No","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","6.3 and 7.5.4","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",46,1,TRUE
"41","11/16/2022 23:44:10","Strongly agree","Agree","Somewhat Disagree","Agree","Neutral","Rarely","Rarely","Never","Between four days and a week",1,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Age, Sex, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Action taken - wildlife","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","SMART 6.3 & 7.5","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",47,3,FALSE
"42","11/18/2022 15:15:57","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Always","Occasionally","Occasionally","Between one to two days",400,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Age, Sex, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Dead, sick or injured wildlife are seldom found","Yes","Yes","","Under pilot","Yes","I am directly responsible for managing SMART data in one or more protected areas",48,1,TRUE
"43","11/23/2022 11:05:49","Disagree","Disagree","Strongly disagree","Agree","Agree","Sometimes","Always","Occasionally","Between four days and a week",2,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Carcass condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Photographs, Species, Suspect cause of injury, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","No","","Ras","It would add too much work or time to the patrol, Wildlife disease is not relevant in the protected area","5.0.3","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",49,1,TRUE
"44","12/6/2022 10:58:58","Agree","Neutral","Neutral","Neutral","Neutral","Very rarely","Very rarely","Very frequently","Less than a day",12,"No","","","","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","Yes","Yes","no","Dead, sick or injured wildlife are seldom found, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",50,1,TRUE
"45","12/6/2022 11:12:50","Agree","Agree","Agree","Agree","Strongly agree","Sometimes","Rarely","Never","Between four days and a week",2,"No","","","","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Age, Sex, Carcass condition, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Age, Body condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","None","Dead, sick or injured wildlife are seldom found","6.3","No","Yes, next year","Partially rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",51,1,TRUE
"46","12/6/2022 11:36:07","Agree","Somewhat Disagree","Somewhat Disagree","Agree","Neutral","Occasionally","Occasionally","Very frequently","Less than a day",45,"No","","","","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Sex, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Sex, Body condition, Suspect cause of disease","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","Si","Dead, sick or injured wildlife are seldom found","Version 6.3","No","Para el 2023","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",52,1,TRUE
"47","12/6/2022 11:38:36","Agree","Neutral","Strongly agree","Strongly agree","Somewhat Disagree","Very rarely","Very rarely","Never","Between two and five days",4,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","usualmente se logra encontrar huesos de animales silvestre muertos que han sido cazados y que son consumidos en el lugar por la poblacion indigena del lugar. ","Dead, sick or injured wildlife are seldom found","6.3","No","NO","Partially rolled-out","No","I am directly responsible for managing SMART data in one or more protected areas",53,1,TRUE
"48","12/6/2022 11:41:38","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Always","Never","Occasionally","Between four days and a week",7,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No por el momento","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","SMART 6.3","No","Si, pero aún no se tiene fecha","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",54,1,TRUE
"49","12/6/2022 11:44:25","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Always","Never","Never","Between two and five days",3,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife is recorded in another way","Photographs, Species, Sex, Suspect cause of death, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Sex, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","nunca ","Wildlife disease is not relevant in the protected area","6.3.0.Win64","Yes","","Fully rolled-out","No","Other",55,1,TRUE
"50","12/6/2022 11:45:08","Strongly agree","Agree","Agree","Strongly agree","Agree","Sometimes","Rarely","Rarely","Between four days and a week",2,"No","","","","","No","","","","","No","","","","","No","","","","","No","","","","","no","Dead, sick or injured wildlife are seldom found","6.3","No","When we have the appropriate equipment like good internet connection on smartphone in the forest.","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",56,1,TRUE
"51","12/6/2022 12:15:43","Agree","Somewhat Disagree","Agree","Agree","Agree","Sometimes","Occasionally","Always","Between one to two days",10,"Yes","Each individual healthy animal is recorded as an individual observation","Species, Sex, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","No","Si Para el siguiente año ","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",57,1,TRUE
"52","12/6/2022 12:31:52","Strongly agree","Strongly disagree","Strongly agree","Disagree","Strongly disagree","Never","Never","Never","Between two and five days",2,"No","","","","","No","","","","","No","","","","","No","","","","","No","","","","","No","We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","No","Si hay planes, pero primero tenemos que instalar internet en los PVC. Para ello se requiere presupuesto que el ANP no cuenta.","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",58,1,TRUE
"53","12/6/2022 13:27:06","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Very rarely","Very rarely","Very frequently","Between one to two days",4,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","7.5.2","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",60,1,TRUE
"54","12/6/2022 13:38:48","Agree","Neutral","Agree","Strongly agree","Strongly agree","Very rarely","Very rarely","Rarely","Between two and five days",2,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","Yes","Yes","-","Dead, sick or injured wildlife are seldom found","6.3.0","Yes","","Fully rolled-out","No","I am directly responsible for managing SMART data in one or more protected areas",61,1,TRUE
"55","12/6/2022 13:38:48","Strongly agree","Agree","Strongly agree","Agree","Somewhat Disagree","Sometimes","Very rarely","Never","Between two and five days",2,"Yes","Each individual healthy animal is recorded as an individual observation","Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Species, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Species, Anomalies/signs if any, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","Lack of expertise on how to properly record this information","7.5.2","Yes","","Fully rolled-out","Yes","Other",62,1,TRUE
"56","12/6/2022 13:40:28","Agree","Somewhat Disagree","Agree","Disagree","Neutral","Very frequently","Very frequently","Never","Between one to two days",21,"No","","","","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total injured animals of species X and 2 total injured animals of species Y”).","Photographs, Species, Sex, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total sick animals of species X and 2 total sick animals of species Y”).","Photographs, Species, Sex, Anomalies/signs if any, Body condition, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Actividades ","Lack of expertise on how to properly record this information","7.6","Yes","","Fully rolled-out","No","Other",63,1,TRUE
"57","12/6/2022 13:48:04","Agree","Neutral","Agree","Disagree","Disagree","Very rarely","Sometimes","Very frequently","Less than a day",8,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Body condition","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","Yes","No","","","","No","It would add too much work or time to the patrol","6.23","No","NO","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",65,1,TRUE
"58","12/6/2022 13:50:12","Agree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Very rarely","Very rarely","Occasionally","Between one to two days",100,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife is recorded in another way","Photographs, Species, Other","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","No","","","","No.","Dead, sick or injured wildlife are seldom found","7.5.2","Yes","","Fully rolled-out","No","I am directly responsible for managing SMART data in one or more protected areas",66,1,TRUE
"59","12/6/2022 13:54:52","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Occasionally","Very rarely","Rarely","Between one to two days",5,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Body condition","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife is recorded in another way","Species, Carcass condition, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife are recorded as present/absent (the number of injured individuals is not specified)","Species, Anomalies/signs if any","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Sick wildlife are recorded as present/absent (the number of sick individuals is not specified)","Species, Anomalies/signs if any","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","no ","Dead, sick or injured wildlife are seldom found, It would add too much work or time to the patrol","6.3","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",67,76,FALSE
"60","12/6/2022 14:15:00","Strongly agree","Disagree","Disagree","Strongly agree","Strongly agree","Occasionally","Very rarely","Always","Between two and five days",70,"No","","","","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Photographs, Species, Suspect cause of death","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","ENVENAMIENTO","Lack of expertise on how to properly record this information","6.3","Yes","","Partially rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",68,1,TRUE
"61","12/6/2022 14:20:56","Agree","Agree","Agree","Agree","Strongly agree","Very rarely","Very rarely","Never","Less than a day",9,"No","","","","","No","","","","","No","","","","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Suspect cause of disease","None of these items are recorded in the corresponding SMART Conservation Area","informe","No","","","","","yes","Dead, sick or injured wildlife are seldom found, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",69,1,TRUE
"62","12/6/2022 14:22:03","Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Very rarely","Very rarely","Rarely","Less than a day",4,"No","","","","","Yes","Dead wildlife are recorded as present/absent (the number of dead individuals is not specified)","Species, Suspect cause of death, Other","None of these items are recorded in the corresponding SMART Conservation Area","Solo se menciona","No","","","","","No","","","","","No","","","","","No","Lack of expertise on how to properly record this information, We use the default SMART data model which does not include sick, dead or injured wildlife","6.3","Yes","","Partially rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",70,1,TRUE
"63","12/6/2022 16:54:21","Strongly agree","Neutral","Neutral","Agree","Agree","Rarely","Rarely","Rarely","Less than a day",25,"No","","","","","No","","","","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Anomalies/signs if any","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Anomalies/signs if any","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","No","Dead, sick or injured wildlife are seldom found","7.5.2","Yes","","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",71,1,TRUE
"64","12/6/2022 17:27:48","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Very rarely","Never","Never","Between two and five days",12,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","","","","","No","","","","","No","Dead, sick or injured wildlife are seldom found, Lack of expertise on how to properly record this information","smart.7.5.2.","Yes","","Fully rolled-out","Yes","Other",72,1,TRUE
"65","12/6/2022 18:51:56","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Very frequently","Very frequently","Always","Between two and five days",6,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Other","None of these items are recorded in the corresponding SMART Conservation Area","En actas y registros","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Carcass condition, Suspect cause of death, Other","None of these items are recorded in the corresponding SMART Conservation Area","Actas y registros","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Body condition, Suspect cause of injury","None of these items are recorded in the corresponding SMART Conservation Area","Actas y registros","No","","","","","Yes","Yes","Yes","No","","Numero de individuos","It would add too much work or time to the patrol, Lack of expertise on how to properly record this information, Never thought about it, We use the default SMART data model which does not include sick, dead or injured wildlife","2.3.","No","No","Partially rolled-out","Yes","I am a general manager or administrator of one or more protected areas that uses SMART data",73,1,TRUE
"66","12/6/2022 20:11:02","Agree","Neutral","Agree","Neutral","Neutral","Occasionally","Sometimes","Never","Between one to two days",18,"Yes","Healthy wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total healthy animals of species X and 2 total healthy animals of species Y”).","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Carcass condition","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","En algunas ocasionas se registra el comportamiento de la especie","Lack of expertise on how to properly record this information","7.5.2","No","se viene implementando SMART Connect entre smart desktop del ANP y UOFMVyC","Fully rolled-out","Yes","I am directly responsible for managing SMART data in one or more protected areas",74,1,TRUE
