"","time","protected_area","marine","wildlife_health_important","wildlife_path_affect_livestock","wildlife_path_affect_phealth","hum_liv_path_affect_wildlife","dom_animals_concern","dead_found","sick_injured_found","livestock_found","patrol_length","patrols_per_month","healthy_wl_recorded","how_healthy_wl_recorded","healthy_wl_data_recorded","healthy_wl_data_in_smart","healthy_wl_data_other","dead_wl_recorded","how_dead_wl_recorded","dead_wl_data_recorded","dead_wl_data_in_smart","dead_wl_data_other","injured_wl_recorded","how_injured_wl_recorded","injured_wl_data_recorded","injured_wl_data_in_smart","injured_wl_data_other","sick_wl_recorded","how_sick_wl_recorded","sick_wl_data_recorded","sick_wl_data_in_smart","sick_wl_data_other","dom_animals_in_pa","dom_animals_recorded","dom_animal_in_smart","dom_animal_health_status_recorded","dom_animal_health_status_smart","other_wl_health_data","why_not_wl_health_data","smart_version","smart_connect","set_up_connect","smart_fully_rolled_out","add_health_atributes","position","survey","or_number_pas","local","country"
"30","10/27/22 15:58","Deep River Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"31","10/27/22 15:58","Fresh Water Creek Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"32","10/27/22 15:58","Grants Work Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"33","10/27/22 15:58","Machaca Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"34","10/27/22 15:58","Manatee Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"35","10/27/22 15:58","Mango Creek Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"36","10/27/22 15:58","Monkey Caye Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"37","10/27/22 15:58","Mountain Pine Ridge Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"38","10/27/22 15:58","Maya Mountain Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"39","10/27/22 15:58","Sibun Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"40","10/27/22 15:58","Sittee River Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"41","10/27/22 15:58","Swasey Bladen Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"42","10/27/22 15:58","Vaca Forest Reserve - Belize",FALSE,"Strongly agree","Agree","Somewhat Disagree","Strongly agree","Strongly agree","Occasionally","Rarely","Sometimes","Between one to two days",10,"Yes","Healthy wildlife is recorded in another way","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Injured wildlife is recorded in another way","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","Number seen","Lack of expertise on how to properly record this information","7.4","Yes","","Partially rolled-out","Yes","Other",7,56,FALSE,"Belize"
"43","10/28/22 3:28","Khunjerab National Park - Pakistan",FALSE,"Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Sometimes","Rarely","Occasionally","Less than a day",10,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6.3.0","No","Currently not planned as SMART desktop is still not fully implemented","Partially rolled-out","Yes","Other",16,2,TRUE,"Pakistan"
"44","10/28/22 3:28","Chitral Gol National Park - Pakistan",FALSE,"Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Sometimes","Rarely","Occasionally","Less than a day",10,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Photographs, Species, Age, Sex","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","Yes","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6.3.0","No","Currently not planned as SMART desktop is still not fully implemented","Partially rolled-out","Yes","Other",16,2,TRUE,"Pakistan"
"45","10/29/22 5:35","Endau-Rompin National Park - Malaysia",FALSE,"Strongly agree","Somewhat Disagree","Neutral","Strongly agree","Strongly agree","Very frequently","Very frequently","Very frequently","Between four days and a week",5,"No","","","","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Carcass condition, Anomalies in carcass (if any), Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Anomalies/signs if any, Body condition, Suspect cause of injury","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Yes","Yes","Yes","Yes","No","Dead, sick or injured wildlife are seldom found","7","Yes","","Fully rolled-out","Yes","Other",24,1,TRUE,"Malaysia"
"46","10/30/22 22:09","Khoid Mogoin Gol - Teel Local Protected Area - Mongolia",FALSE,"Strongly agree","Strongly agree","Neutral","Strongly agree","Strongly agree","Occasionally","Occasionally","Occasionally","Less than a day",17,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs","None of these items are recorded in the corresponding SMART Conservation Area","Just in Paper report","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Carcass condition","None of these items are recorded in the corresponding SMART Conservation Area","paper report ","No","","","","","No","","","","","Yes","Yes","No","No","","no","Dead, sick or injured wildlife are seldom found","7.5.4","Yes","","Under pilot","No","Other",27,3,FALSE,"Mongolia"
"47","10/30/22 22:09","Great Gobi Strictly Protected Area Part A - Mongolia",FALSE,"Strongly agree","Strongly agree","Neutral","Strongly agree","Strongly agree","Occasionally","Occasionally","Occasionally","Less than a day",17,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs","None of these items are recorded in the corresponding SMART Conservation Area","Just in Paper report","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Sex, Carcass condition","None of these items are recorded in the corresponding SMART Conservation Area","paper report ","No","","","","","No","","","","","Yes","Yes","No","No","","no","Dead, sick or injured wildlife are seldom found","7.5.4","Yes","","Under pilot","No","Other",27,3,FALSE,"Mongolia"
"48","10/30/22 23:13","Gunung Nyiut Nature Reserve - Indonesia",FALSE,"Agree","Strongly agree","Agree","Disagree","Neutral","Rarely","Very rarely","Never","Between four days and a week",1,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species, Age, Sex","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Species, Age, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","No","","No","","no","It would add too much work or time to the patrol","6.3","Yes","","Fully rolled-out","No","Other",28,4,FALSE,"Indonesia"
"49","10/30/22 23:13","Gunung Naning Protected Forest - Indonesia",FALSE,"Agree","Strongly agree","Agree","Disagree","Neutral","Rarely","Very rarely","Never","Between four days and a week",1,"Yes","Healthy wildlife are recorded as present/absent (the number of healthy individuals is not specified)","Species, Age, Sex","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Dead wildlife are counted and reported as part of the full count of individuals belonging to an observed species (e.g. “3 total dead animals of species X and 2 total dead animals of species Y”).","Species, Age, Suspect cause of death","All of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","No","","","","","No","No","","No","","no","It would add too much work or time to the patrol","6.3","Yes","","Fully rolled-out","No","Other",28,4,FALSE,"Indonesia"
"50","10/31/22 14:05","Rungwa Game Reserve - Tanzania",FALSE,"Strongly agree","Neutral","Agree","Agree","Agree","Occasionally","Sometimes","Very frequently","Between four days and a week",6,"Yes","Healthy wildlife is recorded in another way","Body condition","None of these items are recorded in the corresponding SMART Conservation Area","In the prepared excel forms","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife is recorded in another way","Species, Age, Anomalies/signs if any, Other","None of these items are recorded in the corresponding SMART Conservation Area","Independent report","No","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6","Yes","","Under pilot","Yes","Other",32,7,FALSE,"Tanzania"
"51","10/31/22 14:05","Kizigo Game Reserve - Tanzania",FALSE,"Strongly agree","Neutral","Agree","Agree","Agree","Occasionally","Sometimes","Very frequently","Between four days and a week",6,"Yes","Healthy wildlife is recorded in another way","Body condition","None of these items are recorded in the corresponding SMART Conservation Area","In the prepared excel forms","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife is recorded in another way","Species, Age, Anomalies/signs if any, Other","None of these items are recorded in the corresponding SMART Conservation Area","Independent report","No","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6","Yes","","Under pilot","Yes","Other",32,7,FALSE,"Tanzania"
"52","10/31/22 14:05","Muhesi Game Reserve - Tanzania",FALSE,"Strongly agree","Neutral","Agree","Agree","Agree","Occasionally","Sometimes","Very frequently","Between four days and a week",6,"Yes","Healthy wildlife is recorded in another way","Body condition","None of these items are recorded in the corresponding SMART Conservation Area","In the prepared excel forms","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife is recorded in another way","Species, Age, Anomalies/signs if any, Other","None of these items are recorded in the corresponding SMART Conservation Area","Independent report","No","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6","Yes","","Under pilot","Yes","Other",32,7,FALSE,"Tanzania"
"53","10/31/22 14:05","Ugalla Game Reserve - Tanzania",FALSE,"Strongly agree","Neutral","Agree","Agree","Agree","Occasionally","Sometimes","Very frequently","Between four days and a week",6,"Yes","Healthy wildlife is recorded in another way","Body condition","None of these items are recorded in the corresponding SMART Conservation Area","In the prepared excel forms","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife is recorded in another way","Species, Age, Anomalies/signs if any, Other","None of these items are recorded in the corresponding SMART Conservation Area","Independent report","No","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6","Yes","","Under pilot","Yes","Other",32,7,FALSE,"Tanzania"
"54","10/31/22 14:05","Lukwati-Piti Game Reserve - Tanzania",FALSE,"Strongly agree","Neutral","Agree","Agree","Agree","Occasionally","Sometimes","Very frequently","Between four days and a week",6,"Yes","Healthy wildlife is recorded in another way","Body condition","None of these items are recorded in the corresponding SMART Conservation Area","In the prepared excel forms","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife is recorded in another way","Species, Age, Anomalies/signs if any, Other","None of these items are recorded in the corresponding SMART Conservation Area","Independent report","No","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6","Yes","","Under pilot","Yes","Other",32,7,FALSE,"Tanzania"
"55","10/31/22 14:05","Rukwa Game Reserve - Tanzania",FALSE,"Strongly agree","Neutral","Agree","Agree","Agree","Occasionally","Sometimes","Very frequently","Between four days and a week",6,"Yes","Healthy wildlife is recorded in another way","Body condition","None of these items are recorded in the corresponding SMART Conservation Area","In the prepared excel forms","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife is recorded in another way","Species, Age, Anomalies/signs if any, Other","None of these items are recorded in the corresponding SMART Conservation Area","Independent report","No","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6","Yes","","Under pilot","Yes","Other",32,7,FALSE,"Tanzania"
"56","10/31/22 14:05","Lwafi Game Reserve - Tanzania",FALSE,"Strongly agree","Neutral","Agree","Agree","Agree","Occasionally","Sometimes","Very frequently","Between four days and a week",6,"Yes","Healthy wildlife is recorded in another way","Body condition","None of these items are recorded in the corresponding SMART Conservation Area","In the prepared excel forms","Yes","Each individual dead animal is recorded as an individual observation","Species, Age, Sex, Carcass condition, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","No","","","","","Yes","Sick wildlife is recorded in another way","Species, Age, Anomalies/signs if any, Other","None of these items are recorded in the corresponding SMART Conservation Area","Independent report","No","Yes","Yes","No","","No","Lack of expertise on how to properly record this information, Never thought about it","6","Yes","","Under pilot","Yes","Other",32,7,FALSE,"Tanzania"
"57","11/1/22 2:49","Mount goplom conservation area - Papua New Guinea",FALSE,"Somewhat Disagree","Agree","Agree","Somewhat Disagree","Agree","Sometimes","Rarely","Very rarely","Between four days and a week",2,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Sex, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","Yes","Dead, sick or injured wildlife are seldom found","SMART 7.5.3","Yes","","Under pilot","Yes","Other",33,3,FALSE,"Papua New Guinea"
"58","11/1/22 2:49","Mount Waugerema Conservation Area - Papua New Guinea",FALSE,"Somewhat Disagree","Agree","Agree","Somewhat Disagree","Agree","Sometimes","Rarely","Very rarely","Between four days and a week",2,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Sex, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","Yes","Dead, sick or injured wildlife are seldom found","SMART 7.5.3","Yes","","Under pilot","Yes","Other",33,3,FALSE,"Papua New Guinea"
"59","11/1/22 2:49","Yasina Nature Parkk - Papua Nueva Guinea",FALSE,"Somewhat Disagree","Agree","Agree","Somewhat Disagree","Agree","Sometimes","Rarely","Very rarely","Between four days and a week",2,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Sex, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","Yes","No","","Yes","Dead, sick or injured wildlife are seldom found","SMART 7.5.3","Yes","","Under pilot","Yes","Other",33,3,FALSE,"Papua New Guinea"
"60","11/1/22 19:11","Yasuni National Park - Ecuador",FALSE,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Occasionally","Sometimes","Sometimes","Between one to two days",25,"No","","","","","No","","","","","No","","","","","No","","","","","Yes","No","","No","","no","Lack of expertise on how to properly record this information","6.3","No","next year","Fully rolled-out","Yes","Other",38,1,TRUE,"Ecuador"
"61","11/9/22 7:54","Kahuzi-Biega National Park - Democratic Republic of Congo",FALSE,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Sometimes","Sometimes","Sometimes","Between four days and a week",20,"Yes","Each individual healthy animal is recorded as an individual observation","Photographs, Species, Age, Sex, Body condition, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual dead animal is recorded as an individual observation","Photographs, Species, Age, Sex, Carcass condition, Anomalies in carcass (if any), Suspect cause of death, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual injured animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of injury, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Each individual sick animal is recorded as an individual observation","Photographs, Species, Age, Sex, Anomalies/signs if any, Body condition, Suspect cause of disease, Other","Some of these items are entered and stored in the corresponding SMART Conservation Area","","Yes","Yes","No","Yes","Yes","yes, number of domestic  animals wich are crossing the protected are by foot","Dead, sick or injured wildlife are seldom found, We use the default SMART data model which does not include sick, dead or injured wildlife","6","Yes","","Fully rolled-out","Yes","Other",44,1,TRUE,"Democratic Republic of Congo"
